0,1,2,song_start,same_song
Watch Your Back - Jeremy Black,"[-0.08316582 -0.07742572 -0.07927741 ...  0.0215779   0.0267907
  0.02566505]",577,574,574
We Bubbles - Freedom Trail Studio,"[-2.5937105e-05 -2.3195691e-05  4.8736918e-05 ...  1.2947933e-01
  1.3300434e-01  1.0936400e-01]",578,578,578
We Bubbles - Freedom Trail Studio,"[ 0.02948567  0.03033357  0.00676157 ... -0.1540491  -0.16921026
 -0.12830308]",579,578,578
West Bad - Jeremy Black,"[ 2.6806672e-06  1.6018570e-05  6.8027989e-06 ... -3.3362247e-02
 -2.0723101e-02 -1.0293837e-02]",580,580,580
West Bad - Jeremy Black,"[ 0.00187631 -0.00353164 -0.00500271 ... -0.01484418 -0.01039617
 -0.00385688]",581,580,580
West Bad - Jeremy Black,"[-0.02116603 -0.02443879 -0.02719788 ...  0.16588977  0.18592398
  0.15573038]",582,580,580
Who Do You Think I Think You Are,"[ 0.00146579  0.00152856  0.00127368 ... -0.15833122 -0.14438048
 -0.12302367]",583,583,583
Who Do You Think I Think You Are,"[-0.17884836 -0.18759316 -0.14592749 ... -0.12224489 -0.12050081
 -0.11000904]",584,583,583
Would it Kill You,"[-1.5976577e-05 -1.4156386e-05 -2.0880018e-06 ...  2.9408021e-02
  5.7376266e-02  6.9144785e-02]",585,585,585
Yah Ribon - E's Jammy Jams,"[-6.2803258e-07 -3.4565653e-07 -8.8266653e-08 ...  1.9462860e-01
  1.9889832e-01  1.7499670e-01]",586,586,586
Yah Ribon - E's Jammy Jams,"[ 0.11667     0.12347344  0.12799767 ... -0.12840626 -0.12567762
 -0.11837725]",587,586,586
Yah Ribon - E's Jammy Jams,"[-0.07928022 -0.08854495 -0.09398039 ... -0.2643165  -0.2450515
 -0.22285786]",588,586,586
Yah Ribon - E's Jammy Jams,"[-0.18933633 -0.19260335 -0.19401446 ... -0.06220275 -0.06593212
 -0.06205751]",589,586,586
Yismach Chatoni - E's Jammy Jams,"[ 3.3105329e-07 -4.2981904e-07  2.8360728e-07 ... -2.0186229e-01
 -2.2210528e-01 -1.8402234e-01]",590,590,590
Yismach Chatoni - E's Jammy Jams,"[-0.11031061 -0.12847838 -0.11440933 ...  0.05587766  0.07953143
  0.09270559]",591,590,590
YOASOBI - 夜に駆ける (밤을 달리다) [한국어 자막 - 가사 번역] (320  kbps) (savefrom.kr),"[ 0.          0.          0.         ... -0.15747456 -0.14401965
 -0.13277642]",592,592,592
YOASOBI - 夜に駆ける (밤을 달리다) [한국어 자막 - 가사 번역] (320  kbps) (savefrom.kr),[0.10147029 0.15701528 0.15545398 ... 0.11887529 0.11814168 0.09095628],593,592,592
YOASOBI - 夜に駆ける (밤을 달리다) [한국어 자막 - 가사 번역] (320  kbps) (savefrom.kr),[0.22492218 0.27389234 0.24247228 ... 0.23608775 0.2807001  0.22472312],594,592,592
YOASOBI - 夜に駆ける (밤을 달리다) [한국어 자막 - 가사 번역] (320  kbps) (savefrom.kr),"[ 0.28650257  0.33619902  0.29563382 ... -0.14365263 -0.0980647
 -0.09542944]",595,592,592
YOASOBI - 夜に駆ける - THE HOME TAKE (320  kbps) (savefrom.kr) (1),"[-3.7714351e-06 -3.1731763e-06 -1.7125870e-06 ...  1.5751280e-02
  1.6034773e-02  3.0091858e-02]",596,596,592
YOASOBI - 夜に駆ける - THE HOME TAKE (320  kbps) (savefrom.kr) (1),"[-0.14650083 -0.18630436 -0.20427626 ...  0.5161032   0.6164725
  0.5589464 ]",597,596,592
YOASOBI - 夜に駆ける - THE HOME TAKE (320  kbps) (savefrom.kr) (1),[0.4313096  0.48852715 0.44987592 ... 0.38333192 0.39722863 0.32713693],598,596,592
YOASOBI - 夜に駆ける - THE HOME TAKE (320  kbps) (savefrom.kr) (1),[0.24625412 0.28222498 0.24237986 ... 0.02144951 0.02323635 0.02479805],599,596,592
Yoga Style - Chris Haugen,"[-4.7021013e-06 -1.6826456e-05 -1.0115469e-05 ... -2.5678209e-03
 -8.3805453e-03 -9.3471203e-03]",600,600,600
Yoga Style - Chris Haugen,"[-0.03225554 -0.04160053 -0.04603537 ... -0.01050825 -0.01054893
 -0.01042837]",601,600,600
Your Love - Yung Logos,"[ 0.00540455  0.00523625  0.00504865 ... -0.17950548 -0.17228293
 -0.16406193]",602,602,602
Your Love - Yung Logos,"[-0.13256723 -0.1353475  -0.13664342 ... -0.05759164 -0.0541966
 -0.04877726]",603,602,602
Zula - Mini Vandals,"[-2.7981976e-05 -1.3193996e-06  9.9977186e-08 ...  9.5464543e-02
  1.2316798e-01  1.0304132e-01]",604,604,604
Zula - Mini Vandals,[0.2523447  0.31273016 0.30801168 ... 0.02265347 0.05437332 0.0713281 ],605,604,604
[STAR ZOOM IN] IU - The Red Shoes ★Halloween Stage★ [M COUNTDOWN EP.355] 151022 EP.37 (320  kbps) (savefrom.kr),[0.         0.         0.         ... 0.29395634 0.2249986  0.18651317],606,606,308
[STAR ZOOM IN] IU - The Red Shoes ★Halloween Stage★ [M COUNTDOWN EP.355] 151022 EP.37 (320  kbps) (savefrom.kr),[0.16993532 0.32573488 0.33548102 ... 0.21056047 0.26324213 0.21572946],607,606,308
[STAR ZOOM IN] IU - The Red Shoes ★Halloween Stage★ [M COUNTDOWN EP.355] 151022 EP.37 (320  kbps) (savefrom.kr),[0.18465838 0.25477934 0.23069318 ... 0.01620949 0.02679779 0.01872632],608,606,308
[STAR ZOOM IN] IU - The Red Shoes ★Halloween Stage★ [M COUNTDOWN EP.355] 151022 EP.37 (320  kbps) (savefrom.kr),"[ 0.02949615  0.02844898  0.02344583 ... -0.00718409 -0.02742893
 -0.03418358]",609,606,308
[TJ노래방 - 남자키] 분홍신 - IU - TJ Karaoke (320  kbps) (savefrom.kr),"[ 0.0000000e+00  1.1894436e-21 -3.4934992e-21 ...  9.2303634e-02
  9.9462599e-02  9.2212953e-02]",610,610,308
[TJ노래방 - 남자키] 분홍신 - IU - TJ Karaoke (320  kbps) (savefrom.kr),"[ 0.00664369  0.00072564  0.01414502 ... -0.0078837  -0.06111561
 -0.07024847]",611,610,308
[TJ노래방 - 남자키] 분홍신 - IU - TJ Karaoke (320  kbps) (savefrom.kr),"[-0.10055177 -0.12781203 -0.15038511 ... -0.06358987 -0.09091327
 -0.08315862]",612,610,308
[TJ노래방 - 남자키] 분홍신 - IU - TJ Karaoke (320  kbps) (savefrom.kr),"[-0.05451524 -0.05552924 -0.03969469 ...  0.06265254  0.08951236
  0.09429757]",613,610,308
[TJ노래방] 야생화 - 박효신 (Wild Flower - Park Hyo Shin) - TJ Karaoke (320  kbps) (savefrom.kr),"[ 0.          0.          0.         ... -0.04183153 -0.03576899
 -0.02824842]",614,614,614
[TJ노래방] 야생화 - 박효신 (Wild Flower - Park Hyo Shin) - TJ Karaoke (320  kbps) (savefrom.kr),"[-0.04667651 -0.05230029 -0.05746586 ...  0.11701488  0.10898077
  0.09505116]",615,614,614
[TJ노래방] 야생화 - 박효신 (Wild Flower - Park Hyo Shin) - TJ Karaoke (320  kbps) (savefrom.kr),"[ 0.02065245  0.02384823  0.02019093 ... -0.02611872 -0.01882266
 -0.01490153]",616,614,614
[TJ노래방] 야생화 - 박효신 (Wild Flower - Park Hyo Shin) - TJ Karaoke (320  kbps) (savefrom.kr),"[ 0.04033992  0.04320088  0.03817002 ... -0.12574238 -0.12269972
 -0.09419303]",617,614,614
[TJ노래방] 야생화 - 박효신 (Wild Flower - Park Hyo Shin) - TJ Karaoke (320  kbps) (savefrom.kr),"[-0.06705412 -0.08732551 -0.0818638  ... -0.02298846 -0.02560218
 -0.02483914]",618,614,614
[로스트아크 l OST] 몽환의 아스탤지어(유저피셜 찬미버전) - Astalgia of Phantasm -LOST ARK Official Soundtrack (320  kbps) (savefrom.kr),"[ 0.00000000e+00  1.05063551e-17 -4.32171761e-17 ...  1.66557375e-02
  1.10056475e-02 -1.03695579e-02]",619,619,619
[로스트아크 l OST] 몽환의 아스탤지어(유저피셜 찬미버전) - Astalgia of Phantasm -LOST ARK Official Soundtrack (320  kbps) (savefrom.kr),"[ 0.00031198 -0.01249591 -0.04352574 ...  0.20991689  0.22089554
  0.1938943 ]",620,619,619
[로스트아크 l OST] 몽환의 아스탤지어(유저피셜 찬미버전) - Astalgia of Phantasm -LOST ARK Official Soundtrack (320  kbps) (savefrom.kr),[0.07585758 0.12411375 0.13733527 ... 0.03666805 0.05286758 0.05794475],621,619,619
[로스트아크 l OST] 몽환의 아스탤지어(유저피셜 찬미버전) - Astalgia of Phantasm -LOST ARK Official Soundtrack (320  kbps) (savefrom.kr),"[ 0.09866863  0.14692141  0.16166455 ... -0.24110995 -0.2751261
 -0.24508348]",622,619,619
[로스트아크 l OST] 몽환의 아스탤지어(유저피셜 찬미버전) - Astalgia of Phantasm -LOST ARK Official Soundtrack (320  kbps) (savefrom.kr),"[-0.07343905 -0.12220938 -0.11166581 ...  0.00119901  0.00808849
  0.01093907]",623,619,619
분홍신 4키 다운,"[ 0.          0.          0.         ... -0.01620136 -0.01152352
 -0.00721419]",624,624,308
분홍신 4키 다운,"[-0.02930385 -0.05072834 -0.06431618 ...  0.16571543  0.15534127
  0.13125257]",625,624,308
분홍신 4키 다운,"[ 0.0482629   0.06145965  0.06869566 ... -0.03556011 -0.04259782
 -0.05152903]",626,624,308
분홍신 4키 다운,"[-0.06756731 -0.06394789 -0.05511401 ...  0.00948954 -0.01504845
 -0.01895099]",627,624,308
야생화 -2키 ,"[ 0.          0.          0.         ... -0.0031777  -0.00105201
  0.00085308]",628,628,614
야생화 -2키 ,"[ 0.00269361  0.00559194  0.0084205  ... -0.10689563 -0.09840064
 -0.08887336]",629,628,614
야생화 -2키 ,"[-0.10348099 -0.11542724 -0.12302934 ...  0.08809805  0.08696742
  0.07108831]",630,628,614
야생화 -2키 ,"[ 0.03485481  0.03728814  0.03793145 ... -0.02701285 -0.02618866
 -0.02489218]",631,628,614
야생화 -2키 ,[0.01381638 0.01561118 0.01774038 ... 0.14167534 0.13989587 0.1380988 ],632,628,614
